Task,who id,what id,Related association,Due date,Task sub type,description,Status,Priority
task 1232,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1233,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1234,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1235,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1236,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1237,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1238,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1239,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1240,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1241,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1242,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1243,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1244,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1245,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1246,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1247,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1248,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1249,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1250,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1251,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1252,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1253,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1254,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1255,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1256,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1257,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1258,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1259,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1260,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1261,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1262,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1263,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1264,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1265,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1266,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1267,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1268,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1269,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1270,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1271,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1272,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1273,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1274,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1275,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1276,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1277,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1278,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1279,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1280,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1281,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1282,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1283,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1284,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1285,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1286,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1287,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1288,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1289,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1290,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1291,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1292,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1293,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1294,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1295,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1296,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1297,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1298,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1299,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1300,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1301,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1302,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1303,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1304,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1305,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1306,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1307,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1308,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1309,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1310,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1311,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1312,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1313,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1314,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1315,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1316,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1317,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1318,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1319,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1320,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1321,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1322,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1323,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1324,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1325,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1326,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1327,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1328,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1329,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1330,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1331,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1332,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1333,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1334,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1335,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1336,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1337,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1338,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1339,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1340,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1341,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1342,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1343,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1344,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1345,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1346,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1347,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1348,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1349,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1350,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1351,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1352,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1353,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1354,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1355,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1356,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1357,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1358,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1359,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1360,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1361,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1362,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
task 1363,,,0013C00000mXBfsQAG,11/7/2022,call,"max, martha , pothos should be assigned with the deal",In-progress,Normal
